Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-04-17T17:05:39.967578,  0.0,05.1089,0.55677,02.8395
2026-04-17T17:05:40.936425,  1.0,05.1059,0.74729,03.8111
2026-04-17T17:05:41.953576,  2.0,05.1088,0.77907,03.9732
2026-04-17T17:05:42.967824,  3.0,05.1089,0.81200,04.1412
2026-04-17T17:05:43.939891,  4.0,05.1089,0.79770,04.0682
2026-04-17T17:05:44.957132,  5.0,05.1088,0.78553,04.0062
2026-04-17T17:05:45.975914,  6.0,05.1086,0.90761,04.6288
2026-04-17T17:05:46.950598,  7.0,05.1089,0.91687,04.6760
2026-04-17T17:05:47.971014,  8.0,05.1082,0.83663,04.2668
2026-04-17T17:05:48.942583,  9.0,05.1084,0.89101,04.5441
2026-04-17T17:05:49.959413, 10.0,05.1083,0.86524,04.4127
2026-04-17T17:05:50.933670, 11.0,05.1083,0.92210,04.7027
2026-04-17T17:05:51.954876, 12.0,05.1061,0.99536,05.0763
2026-04-17T17:05:52.975149, 13.0,05.1069,0.94917,04.8407
2026-04-17T17:05:53.948791, 14.0,05.1083,0.96252,04.9088
2026-04-17T17:05:54.967500, 15.0,05.1083,0.81817,04.1726
2026-04-17T17:05:55.941127, 16.0,05.1083,0.91581,04.6706
2026-04-17T17:05:56.962595, 17.0,05.1084,0.91983,04.6911
2026-04-17T17:05:57.935064, 18.0,05.1105,1.01175,05.1700
2026-04-17T17:05:58.951972, 19.0,05.1076,1.28463,06.5516
2026-04-17T17:05:59.971836, 20.0,05.1128,1.24230,06.3481
2026-04-17T17:06:00.944398, 21.0,05.1030,0.99243,05.0613
2026-04-17T17:06:01.964980, 22.0,05.1106,1.13484,05.7990
2026-04-17T17:06:02.937264, 23.0,05.0816,1.41885,07.2077
2026-04-17T17:06:03.956723, 24.0,05.0909,0.99338,05.0563
2026-04-17T17:06:04.973279, 25.0,05.1105,0.74596,03.8118
2026-04-17T17:06:05.946047, 26.0,05.1085,0.74301,03.7893
2026-04-17T17:06:06.963155, 27.0,05.1088,0.66901,03.4119
2026-04-17T17:06:07.935809, 28.0,05.1051,0.99945,05.0971
2026-04-17T17:06:08.955670, 29.0,05.1045,1.00192,05.1097
2026-04-17T17:06:09.977553, 30.0,05.1072,1.04325,05.3205
2026-04-17T17:06:10.955106, 31.0,05.1072,0.99356,05.0671
