timestamp,cpu_core_0,cpu_core_1,cpu_core_2,cpu_core_3
2026-04-17T17:05:51.205827,2.0,2.0,95.0,2.0
2026-04-17T17:05:52.236993,34.7,15.8,28.4,46.6
2026-04-17T17:05:53.403491,100.0,0.9,0.9,1.7
2026-04-17T17:05:54.404129,35.0,1.0,1.0,0.0
2026-04-17T17:05:55.404549,4.0,0.0,0.0,1.0
2026-04-17T17:05:56.407036,98.0,0.0,0.0,0.0
2026-04-17T17:05:57.407830,99.0,0.0,0.0,0.0
2026-04-17T17:05:58.408303,23.5,55.1,20.8,45.0
2026-04-17T17:05:59.411615,22.8,74.5,20.4,31.0
2026-04-17T17:06:00.417095,16.2,18.0,28.1,80.0
2026-04-17T17:06:01.437286,27.7,21.8,55.0,40.0
2026-04-17T17:06:02.441506,92.2,18.2,17.3,19.0
2026-04-17T17:06:03.442839,71.3,49.1,61.4,50.0
2026-04-17T17:06:04.443261,9.0,10.3,15.0,13.3
2026-04-17T17:06:05.443572,0.0,0.0,0.0,0.0
2026-04-17T17:06:06.443919,0.0,0.0,0.0,0.0
2026-04-17T17:06:07.445310,34.3,14.0,14.9,41.8
2026-04-17T17:06:08.446482,38.0,45.5,34.3,28.3
2026-04-17T17:06:09.447602,45.8,38.1,46.1,20.4
2026-04-17T17:06:10.449195,18.0,23.0,62.6,42.6
2026-04-17T17:06:11.450447,17.0,47.4,51.5,25.8
2026-04-17T17:06:12.451715,47.5,40.8,48.5,70.0
2026-04-17T17:06:13.452561,28.0,28.9,26.8,31.0
2026-04-17T17:06:14.453661,0.0,0.0,0.0,0.0
2026-04-17T17:06:15.454748,0.0,0.0,0.0,0.0
2026-04-17T17:06:16.456757,8.8,8.9,14.1,29.0
2026-04-17T17:06:17.459394,19.6,63.7,43.9,22.3
2026-04-17T17:06:18.461648,45.1,28.2,21.9,58.0
2026-04-17T17:06:19.464129,19.6,30.7,74.7,24.0
2026-04-17T17:06:20.466884,19.6,50.0,45.5,35.3
2026-04-17T17:06:21.469076,52.0,62.4,34.7,38.1
2026-04-17T17:06:22.470416,46.1,51.5,44.6,47.5
2026-04-17T17:06:23.471525,0.0,0.0,0.0,0.0
2026-04-17T17:06:24.472586,1.0,0.0,0.0,0.0
2026-04-17T17:06:25.473736,0.0,0.0,0.0,3.0
2026-04-17T17:06:26.494092,22.2,16.3,76.0,27.3
2026-04-17T17:06:27.530766,41.0,18.0,28.6,53.0
2026-04-17T17:06:28.572484,19.2,51.0,50.0,27.5
2026-04-17T17:06:29.601677,43.3,39.8,42.6,18.0
2026-04-17T17:06:30.603043,24.5,76.2,24.7,32.0
2026-04-17T17:06:31.605326,51.0,48.0,46.5,64.9
2026-04-17T17:06:32.606750,13.1,3.1,5.1,5.1
2026-04-17T17:06:33.608006,0.0,0.0,0.0,0.0
2026-04-17T17:06:34.609484,0.0,0.0,0.0,0.0
2026-04-17T17:06:35.611107,75.5,15.8,14.1,15.8
2026-04-17T17:06:36.613261,56.6,17.2,17.2,54.1
2026-04-17T17:06:37.615796,35.9,19.6,59.0,35.3
2026-04-17T17:06:38.618548,18.6,16.5,51.5,53.5
2026-04-17T17:06:39.620869,19.6,41.6,41.8,46.9
2026-04-17T17:06:40.623091,44.4,54.0,75.5,47.1
2026-04-17T17:06:41.624912,13.1,17.2,17.3,34.0
2026-04-17T17:06:42.625956,0.0,0.0,0.0,0.0
2026-04-17T17:06:43.626970,0.0,0.0,0.0,0.0
2026-04-17T17:06:44.628398,9.1,45.0,11.0,12.9
2026-04-17T17:06:45.632668,32.7,63.9,19.6,29.6
2026-04-17T17:06:46.634653,46.4,19.0,41.2,40.4
2026-04-17T17:06:47.636109,17.2,69.6,41.4,17.2
2026-04-17T17:06:48.638425,55.4,21.2,38.8,29.3
2026-04-17T17:06:49.640665,79.2,39.8,38.8,32.0
2026-04-17T17:06:50.642553,51.0,33.7,51.5,29.3
2026-04-17T17:06:51.643622,0.0,0.0,0.0,0.0
2026-04-17T17:06:52.644663,0.0,1.0,0.0,0.0
2026-04-17T17:06:53.653694,0.0,0.0,13.9,0.0
2026-04-17T17:06:54.660167,19.2,36.4,65.7,19.2
2026-04-17T17:06:55.681827,50.0,29.7,46.5,21.6
2026-04-17T17:06:56.693117,18.2,61.6,46.1,20.0
2026-04-17T17:06:57.697608,20.4,50.5,42.0,32.0
2026-04-17T17:06:58.700526,27.8,27.6,33.3,85.0
2026-04-17T17:06:59.703171,47.0,57.8,53.1,48.0
2026-04-17T17:07:00.705358,8.0,6.1,3.0,2.0
2026-04-17T17:07:01.706859,0.0,0.0,0.0,0.0
2026-04-17T17:07:02.708310,0.0,0.0,0.0,0.0
2026-04-17T17:07:03.711330,32.3,23.2,25.3,45.0
2026-04-17T17:07:04.713313,26.3,23.7,45.5,42.7
2026-04-17T17:07:05.715062,21.4,36.9,49.0,45.0
2026-04-17T17:07:06.716473,14.9,75.5,13.7,28.7
2026-04-17T17:07:07.719423,21.2,26.5,19.2,75.8
2026-04-17T17:07:08.721378,54.9,46.5,61.2,64.0
2026-04-17T17:07:09.722573,12.9,13.9,23.8,23.5
2026-04-17T17:07:10.723622,0.0,0.0,0.0,0.0
2026-04-17T17:07:11.724648,0.0,0.0,0.0,0.0
2026-04-17T17:07:12.726162,13.0,29.2,11.9,33.0
2026-04-17T17:07:13.729742,22.4,55.0,32.7,33.0
2026-04-17T17:07:14.732817,29.7,54.0,44.4,16.3
2026-04-17T17:07:15.734498,23.5,27.7,51.5,45.1
2026-04-17T17:07:16.736531,33.0,68.3,14.7,16.8
2026-04-17T17:07:17.740472,42.6,39.6,78.1,42.0
2026-04-17T17:07:18.742448,33.0,40.8,39.2,36.0
2026-04-17T17:07:19.743504,0.0,0.0,0.0,0.0
2026-04-17T17:07:20.744538,0.0,0.0,0.0,0.0
2026-04-17T17:07:21.747783,4.0,3.0,21.8,2.0
2026-04-17T17:07:22.749571,19.8,54.1,52.9,19.8
2026-04-17T17:07:23.751303,15.3,17.0,66.3,43.4
2026-04-17T17:07:24.753978,23.0,18.0,20.8,86.9
2026-04-17T17:07:25.756013,19.0,87.8,18.8,24.0
2026-04-17T17:07:26.759702,26.0,74.0,40.4,35.0
2026-04-17T17:07:27.762134,52.4,46.9,56.7,42.3
2026-04-17T17:07:28.764076,9.9,3.0,0.0,4.0
2026-04-17T17:07:29.765568,0.0,0.0,0.0,0.0
2026-04-17T17:07:30.767003,0.0,0.0,0.0,0.0
2026-04-17T17:07:31.768990,42.4,19.0,39.6,31.0
2026-04-17T17:07:32.770458,35.7,19.0,72.7,16.5
2026-04-17T17:07:33.772153,19.0,36.6,51.0,40.0
2026-04-17T17:07:34.776162,19.6,63.4,31.3,35.3
2026-04-17T17:07:35.779385,49.5,54.1,22.2,16.3
2026-04-17T17:07:36.781838,63.9,59.2,52.0,45.0
2026-04-17T17:07:37.783813,15.7,18.0,33.0,17.6
2026-04-17T17:07:38.784875,0.0,0.0,0.0,0.0
2026-04-17T17:07:39.785895,0.0,0.0,0.0,0.0
2026-04-17T17:07:40.787812,9.2,32.7,25.5,11.0
2026-04-17T17:07:41.790251,16.2,67.0,34.0,25.5
2026-04-17T17:07:42.792674,64.0,35.7,22.0,23.2
2026-04-17T17:07:43.796758,41.8,16.3,16.3,68.4
2026-04-17T17:07:44.799183,89.7,18.6,19.6,20.8
2026-04-17T17:07:45.801151,66.3,45.1,53.9,36.3
2026-04-17T17:07:46.803581,35.1,52.9,33.7,29.5
2026-04-17T17:07:47.804689,0.0,0.0,0.0,0.0
2026-04-17T17:07:48.805724,0.0,0.0,0.0,0.0
2026-04-17T17:07:49.807560,19.0,1.0,2.0,1.0
2026-04-17T17:07:50.811120,53.1,19.4,53.5,16.2
2026-04-17T17:07:51.813768,29.2,18.2,74.7,15.3
2026-04-17T17:07:52.817930,68.4,38.4,22.5,17.8
2026-04-17T17:07:53.819597,16.0,88.7,15.6,15.5
2026-04-17T17:07:54.823173,68.6,25.8,26.8,46.9
2026-04-17T17:07:55.825895,46.6,71.4,46.0,50.0
2026-04-17T17:07:56.828999,3.1,15.8,3.1,4.0
2026-04-17T17:07:57.830489,0.0,0.0,0.0,0.0
2026-04-17T17:07:58.831933,0.0,0.0,0.0,0.0
2026-04-17T17:07:59.834232,17.0,62.2,25.7,16.8
2026-04-17T17:08:00.836313,47.5,33.0,45.4,16.3
2026-04-17T17:08:01.838786,19.6,72.7,38.6,18.0
2026-04-17T17:08:02.842477,20.0,52.5,54.0,20.2
2026-04-17T17:08:03.844740,18.0,83.0,22.4,21.0
2026-04-17T17:08:04.847045,53.9,51.9,67.0,47.1
2026-04-17T17:08:05.848864,27.6,18.4,23.8,25.0
2026-04-17T17:08:06.849897,0.0,0.0,0.0,0.0
2026-04-17T17:08:07.850914,0.0,0.0,0.0,0.0
2026-04-17T17:08:08.852743,10.8,14.1,10.0,35.6
2026-04-17T17:08:09.854833,16.3,50.0,49.0,31.6
2026-04-17T17:08:10.857266,31.7,34.0,62.5,21.8
2026-04-17T17:08:11.860396,70.7,17.5,29.6,24.2
2026-04-17T17:08:12.862242,14.6,18.4,90.1,17.2
2026-04-17T17:08:13.864497,38.4,36.6,49.5,68.3
2026-04-17T17:08:14.866762,53.5,38.0,41.7,40.0
2026-04-17T17:08:15.867801,0.0,0.0,0.0,0.0
2026-04-17T17:08:16.868826,0.0,0.0,0.0,0.0
2026-04-17T17:08:17.889039,0.0,0.0,0.0,12.9
2026-04-17T17:08:18.899608,58.9,18.6,21.4,49.0
2026-04-17T17:08:19.922120,46.2,20.8,58.3,18.8
2026-04-17T17:08:20.928859,86.4,18.0,19.0,21.2
2026-04-17T17:08:21.938876,90.0,17.0,17.8,21.0
2026-04-17T17:08:22.941415,43.1,27.6,72.4,29.3
2026-04-17T17:08:23.947032,69.4,39.8,43.9,54.5
2026-04-17T17:08:24.949137,10.0,8.9,6.0,6.9
2026-04-17T17:08:25.950180,0.0,0.0,0.0,0.0
2026-04-17T17:08:26.951196,0.0,0.0,0.0,0.0
2026-04-17T17:08:27.953193,50.0,34.0,20.4,15.3
2026-04-17T17:08:28.955185,42.2,20.4,67.0,18.8
2026-04-17T17:08:29.958194,61.0,47.5,18.8,20.8
2026-04-17T17:08:30.960615,49.5,26.8,46.5,18.6
2026-04-17T17:08:31.962322,18.0,39.4,32.3,54.9
2026-04-17T17:08:32.964466,50.5,69.1,43.7,44.4
2026-04-17T17:08:33.966334,21.8,36.0,16.2,22.2
2026-04-17T17:08:34.967410,0.0,0.0,0.0,0.0
2026-04-17T17:08:35.968635,0.0,0.0,0.0,0.0
2026-04-17T17:08:36.971015,11.9,29.7,20.2,11.7
2026-04-17T17:08:37.974166,17.2,77.7,27.8,18.4
2026-04-17T17:08:38.977996,18.2,18.8,89.9,20.0
2026-04-17T17:08:39.981362,15.6,76.0,19.8,24.2
2026-04-17T17:08:40.982974,72.3,28.9,17.5,20.6
2026-04-17T17:08:41.985875,34.7,49.0,69.4,43.0
2026-04-17T17:08:42.988095,49.5,39.8,41.4,41.4
2026-04-17T17:08:43.989195,0.0,0.0,0.0,0.0
2026-04-17T17:08:44.990223,0.0,0.0,0.0,0.0
2026-04-17T17:08:46.011583,0.0,0.0,0.0,10.9
2026-04-17T17:08:47.046860,32.7,38.5,48.0,23.0
2026-04-17T17:08:48.056185,21.0,55.4,50.5,18.8
2026-04-17T17:08:49.066729,48.5,19.8,53.0,18.4
2026-04-17T17:08:50.072418,29.0,18.0,56.4,42.4
2026-04-17T17:08:51.075110,25.3,26.8,27.1,90.0
2026-04-17T17:08:52.078053,48.0,42.9,54.2,59.4
2026-04-17T17:08:53.079253,8.1,9.0,4.0,4.0
