timestamp,cpu_core_0,cpu_core_1,cpu_core_2,cpu_core_3
2026-04-16T21:57:44.799922,4.0,3.0,97.0,3.0
2026-04-16T21:57:45.963326,9.5,61.9,41.5,12.8
2026-04-16T21:57:46.982950,0.0,99.0,0.0,0.0
2026-04-16T21:57:47.986071,0.0,100.0,0.0,0.0
2026-04-16T21:57:48.988050,0.0,100.0,0.0,0.0
2026-04-16T21:57:49.991089,11.3,66.3,41.4,11.3
2026-04-16T21:57:50.991595,28.3,28.3,36.0,55.0
2026-04-16T21:57:51.992417,18.8,45.0,37.0,47.0
2026-04-16T21:57:52.993714,32.7,26.7,44.0,42.0
2026-04-16T21:57:53.994584,51.5,16.5,56.2,16.3
2026-04-16T21:57:54.995315,30.7,27.5,70.0,23.3
2026-04-16T21:57:55.996492,51.5,53.5,18.2,20.6
2026-04-16T21:57:56.997467,48.0,17.8,62.6,19.6
2026-04-16T21:57:57.998966,39.0,34.0,28.9,38.5
2026-04-16T21:57:59.000951,18.8,39.4,28.7,59.6
2026-04-16T21:58:00.002479,42.6,66.3,19.2,17.3
2026-04-16T21:58:01.004055,63.3,50.0,56.4,57.4
2026-04-16T21:58:02.004888,16.0,19.0,23.8,13.0
2026-04-16T21:58:03.007482,14.3,10.1,27.0,33.7
2026-04-16T21:58:04.009789,15.6,15.6,55.4,55.6
2026-04-16T21:58:05.011331,18.4,24.2,81.0,19.4
2026-04-16T21:58:06.012255,63.6,14.6,15.6,43.7
2026-04-16T21:58:07.015638,42.6,60.4,17.2,23.2
2026-04-16T21:58:08.018598,27.7,57.8,42.9,21.8
2026-04-16T21:58:09.021647,50.0,20.6,37.5,31.3
2026-04-16T21:58:10.023453,46.9,60.4,19.0,19.2
2026-04-16T21:58:11.025426,54.5,45.9,21.1,16.7
2026-04-16T21:58:12.028963,18.8,19.8,86.1,25.0
2026-04-16T21:58:13.030928,31.3,30.7,23.5,62.7
2026-04-16T21:58:14.033551,50.0,47.1,51.5,87.0
2026-04-16T21:58:15.038868,44.9,44.1,40.6,43.4
2026-04-16T21:58:16.040750,2.0,18.2,2.0,1.0
2026-04-16T21:58:17.044265,19.6,29.9,18.4,72.0
2026-04-16T21:58:18.046906,19.0,56.4,51.5,21.8
2026-04-16T21:58:19.048982,42.3,63.5,21.2,24.0
2026-04-16T21:58:20.051712,34.3,19.0,57.6,39.2
2026-04-16T21:58:21.053466,19.4,19.8,90.5,20.0
2026-04-16T21:58:22.056058,69.4,18.0,19.8,38.4
2026-04-16T21:58:23.058051,20.0,47.9,21.0,58.6
2026-04-16T21:58:24.061152,27.0,51.0,49.0,18.2
