Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-04-16T22:35:28.113718,  0.0,05.1085,0.58353,02.9760
2026-04-16T22:35:29.134799,  1.0,05.1084,0.55832,02.8474
2026-04-16T22:35:30.111641,  2.0,05.1083,0.60585,03.0898
2026-04-16T22:35:31.134667,  3.0,05.1078,0.96466,04.9197
2026-04-16T22:35:32.110399,  4.0,05.1075,0.95961,04.8940
2026-04-16T22:35:33.133571,  5.0,05.1070,0.97229,04.9586
2026-04-16T22:35:34.111056,  6.0,05.1094,0.91535,04.6682
2026-04-16T22:35:35.132109,  7.0,05.1086,0.91709,04.6771
2026-04-16T22:35:36.109081,  8.0,05.1075,0.92848,04.7352
2026-04-16T22:35:37.131458,  9.0,05.1073,0.93071,04.7466
2026-04-16T22:35:38.113168, 10.0,05.1073,0.94031,04.7955
2026-04-16T22:35:39.139214, 11.0,05.0914,1.01866,05.1849
2026-04-16T22:35:40.118232, 12.0,05.1094,1.01805,05.1920
2026-04-16T22:35:41.144472, 13.0,05.1073,1.02804,05.2430
2026-04-16T22:35:42.121976, 14.0,05.1128,1.23144,06.2926
2026-04-16T22:35:43.145812, 15.0,05.1131,1.26718,06.4752
2026-04-16T22:35:44.124971, 16.0,05.0917,1.31181,06.6771
2026-04-16T22:35:45.149124, 17.0,05.1082,0.74028,03.7754
2026-04-16T22:35:46.126460, 18.0,05.1081,1.22407,06.2427
2026-04-16T22:35:47.151059, 19.0,05.1053,1.13707,05.7990
2026-04-16T22:35:48.128910, 20.0,05.1072,1.01566,05.1798
2026-04-16T22:35:49.151118, 21.0,05.1045,0.97483,04.9716
2026-04-16T22:35:50.127979, 22.0,05.1144,1.09639,05.6025
2026-04-16T22:35:51.151644, 23.0,05.1028,1.15014,05.8657
2026-04-16T22:35:52.132145, 24.0,05.1084,0.76097,03.8809
2026-04-16T22:35:53.110368, 25.0,05.1072,0.77794,03.9674
2026-04-16T22:35:54.134740, 26.0,05.1074,1.06665,05.4399
2026-04-16T22:35:55.112718, 27.0,05.1067,1.08067,05.5114
2026-04-16T22:35:56.138917, 28.0,05.1114,1.02543,05.2399
2026-04-16T22:35:57.117525, 29.0,05.1051,0.95812,04.8864
2026-04-16T22:35:58.140187, 30.0,05.1012,1.22262,06.2353
2026-04-16T22:35:59.117568, 31.0,05.1089,0.98468,05.0218
2026-04-16T22:36:00.139874, 32.0,05.1081,0.75138,03.8320
2026-04-16T22:36:01.116406, 33.0,05.1098,1.12225,05.7234
2026-04-16T22:36:02.141356, 34.0,05.1080,1.10912,05.6565
2026-04-16T22:36:03.118954, 35.0,05.1080,1.01215,05.1619
2026-04-16T22:36:04.142857, 36.0,05.1092,1.01907,05.1972
2026-04-16T22:36:05.118457, 37.0,05.1081,1.00258,05.1131
2026-04-16T22:36:06.139438, 38.0,05.1096,1.35175,06.8939
2026-04-16T22:36:07.116165, 39.0,05.1128,1.09159,05.5780
2026-04-16T22:36:08.137027, 40.0,05.1093,0.76812,03.9174
2026-04-16T22:36:09.113309, 41.0,05.1034,1.20090,06.1245
2026-04-16T22:36:10.137366, 42.0,05.1117,1.14059,05.8284
2026-04-16T22:36:11.117019, 43.0,05.1023,1.00950,05.1484
2026-04-16T22:36:12.138557, 44.0,05.1026,1.05889,05.4003
2026-04-16T22:36:13.114464, 45.0,05.1041,1.02023,05.2031
2026-04-16T22:36:14.138575, 46.0,05.1030,1.15262,05.8783
2026-04-16T22:36:15.114834, 47.0,05.1072,0.77126,03.9334
2026-04-16T22:36:16.141463, 48.0,05.1044,1.16690,05.9511
2026-04-16T22:36:17.120411, 49.0,05.1095,1.10053,05.6127
2026-04-16T22:36:18.143388, 50.0,05.1095,1.13152,05.7707
2026-04-16T22:36:19.122372, 51.0,05.1091,1.09039,05.5609
2026-04-16T22:36:20.149838, 52.0,05.1044,1.08015,05.5087
2026-04-16T22:36:21.128772, 53.0,05.1048,1.04094,05.3087
2026-04-16T22:36:22.155979, 54.0,05.1086,1.29391,06.5989
2026-04-16T22:36:23.134145, 55.0,05.1083,0.76941,03.9239
2026-04-16T22:36:24.159151, 56.0,05.1072,1.08933,05.5555
2026-04-16T22:36:25.139048, 57.0,05.1187,1.02807,05.2534
2026-04-16T22:36:26.114051, 58.0,05.1047,1.11385,05.6806
2026-04-16T22:36:27.139709, 59.0,05.0948,1.12062,05.7039
2026-04-16T22:36:28.117055, 60.0,05.1103,1.16678,05.9622
2026-04-16T22:36:29.143492, 61.0,05.1085,1.15939,05.9128
2026-04-16T22:36:30.121011, 62.0,05.1044,1.14731,05.8512
2026-04-16T22:36:31.146122, 63.0,05.1080,0.77396,03.9471
2026-04-16T22:36:32.121089, 64.0,05.1037,1.01615,05.1823
2026-04-16T22:36:33.145018, 65.0,05.1087,1.04726,05.3410
2026-04-16T22:36:34.121559, 66.0,05.1082,1.39198,07.0990
2026-04-16T22:36:35.146245, 67.0,05.1173,1.23314,06.3013
2026-04-16T22:36:36.123194, 68.0,05.1070,1.02093,05.2067
2026-04-16T22:36:37.145794, 69.0,05.1126,1.26530,06.4656
2026-04-16T22:36:38.120726, 70.0,05.1022,0.98116,05.0039
2026-04-16T22:36:39.143560, 71.0,05.1056,0.88064,04.4912
2026-04-16T22:36:40.122744, 72.0,05.1050,1.01591,05.1811
2026-04-16T22:36:41.142973, 73.0,05.1078,1.07123,05.4632
2026-04-16T22:36:42.120067, 74.0,05.0989,0.94406,04.8052
2026-04-16T22:36:43.141021, 75.0,05.1078,1.05609,05.3860
2026-04-16T22:36:44.117613, 76.0,05.1005,1.15073,05.8687
2026-04-16T22:36:45.141603, 77.0,05.1030,1.01702,05.1868
2026-04-16T22:36:46.161979, 78.0,05.1087,0.76952,03.9245
2026-04-16T22:36:47.139346, 79.0,05.1134,1.01331,05.1780
2026-04-16T22:36:48.160683, 80.0,05.1128,1.03296,05.2784
2026-04-16T22:36:49.137092, 81.0,05.1085,1.02692,05.2372
2026-04-16T22:36:50.118358, 82.0,05.1041,1.08480,05.5324
2026-04-16T22:36:51.143972, 83.0,05.1047,1.02733,05.2393
2026-04-16T22:36:52.121695, 84.0,05.1047,1.04732,05.3413
2026-04-16T22:36:53.144660, 85.0,05.1084,0.62157,03.1700
2026-04-16T22:36:54.122640, 86.0,05.1094,1.15956,05.9137
2026-04-16T22:36:55.144474, 87.0,05.1059,1.05667,05.3890
2026-04-16T22:36:56.122022, 88.0,05.1094,1.04659,05.3376
2026-04-16T22:36:57.147402, 89.0,05.1070,1.12478,05.7363
2026-04-16T22:36:58.123967, 90.0,05.1062,1.13061,05.7661
2026-04-16T22:36:59.149990, 91.0,05.1025,1.21270,06.1847
2026-04-16T22:37:00.125232, 92.0,05.1071,0.76745,03.9139
2026-04-16T22:37:01.147481, 93.0,05.1020,1.03927,05.3002
2026-04-16T22:37:02.125177, 94.0,05.1064,1.13102,05.7682
2026-04-16T22:37:03.147982, 95.0,05.1065,1.06622,05.4377
