Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-04-11T14:46:17.709646,1712.3,05.1066,0.81807,04.1721
2026-04-11T14:46:18.723784,1713.3,05.1087,0.70040,03.5720
2026-04-11T14:46:19.741340,1714.3,05.1091,0.80350,04.0978
2026-04-11T14:46:20.714831,1715.3,05.1092,0.70621,03.6016
2026-04-11T14:46:21.734838,1716.3,05.1092,0.81815,04.1725
2026-04-11T14:46:22.707772,1717.3,05.1098,0.70641,03.6026
2026-04-11T14:46:23.724185,1718.3,05.1095,0.80750,04.1182
2026-04-11T14:46:24.741744,1719.3,05.1101,0.70411,03.5980
2026-04-11T14:46:25.713754,1720.3,05.1092,0.72507,03.6978
2026-04-11T14:46:26.731243,1721.3,05.1094,0.80606,04.1109
2026-04-11T14:46:27.702486,1722.3,05.1117,0.70548,03.6050
2026-04-11T14:46:28.719616,1723.3,05.1117,0.70126,03.5834
2026-04-11T14:46:29.736585,1724.3,05.1098,0.71338,03.6382
2026-04-11T14:46:30.707103,1725.3,05.1098,0.76861,03.9199
2026-04-11T14:46:31.724204,1726.3,05.1099,0.70381,03.5894
2026-04-11T14:46:32.741047,1727.3,05.1096,0.82327,04.1986
2026-04-11T14:46:33.713432,1728.3,05.1097,0.70670,03.6041
2026-04-11T14:46:34.732357,1729.3,05.1120,0.73683,03.7652
2026-04-11T14:46:35.749798,1730.3,05.1036,1.72614,08.8033
2026-04-11T14:46:36.724422,1731.3,05.1155,1.28087,06.5452
2026-04-11T14:46:37.739418,1732.3,05.1017,1.57785,08.0470
2026-04-11T14:46:38.710636,1733.3,05.1087,0.73524,03.7497
2026-04-11T14:46:39.727246,1734.3,05.1087,0.71602,03.6517
2026-04-11T14:46:40.741705,1735.3,05.1116,0.59182,03.0242
2026-04-11T14:46:41.709673,1736.3,05.1097,0.59146,03.0164
2026-04-11T14:46:42.724252,1737.3,05.1096,0.59117,03.0149
2026-04-11T14:46:43.739677,1738.3,05.1093,0.78609,04.0090
2026-04-11T14:46:44.712251,1739.3,05.1091,0.83819,04.2747
2026-04-11T14:46:45.728612,1740.3,05.1087,0.72501,03.6975
2026-04-11T14:46:46.746704,1741.3,05.1085,0.76144,03.8833
2026-04-11T14:46:47.721105,1742.3,05.1084,0.78740,04.0157
2026-04-11T14:46:48.739598,1743.3,05.1081,0.72249,03.6846
2026-04-11T14:46:49.709468,1744.3,05.1080,0.88201,04.4982
2026-04-11T14:46:50.724451,1745.3,05.1130,0.72467,03.7030
2026-04-11T14:46:51.740404,1746.3,05.1079,0.78462,04.0015
2026-04-11T14:46:52.711200,1747.3,05.1114,0.72599,03.7098
2026-04-11T14:46:53.727437,1748.3,05.1082,0.81553,04.1592
2026-04-11T14:46:54.745745,1749.3,05.1084,0.72229,03.6836
2026-04-11T14:46:55.717728,1750.3,05.1088,0.81385,04.1506
2026-04-11T14:46:56.735278,1751.3,05.1085,0.74551,03.8021
2026-04-11T14:46:57.751755,1752.3,05.1053,0.72292,03.6868
2026-04-11T14:46:58.723458,1753.3,05.1078,0.76994,03.9266
2026-04-11T14:46:59.741069,1754.3,05.1077,0.81294,04.1459
2026-04-11T14:47:00.709897,1755.3,05.1077,0.72540,03.6995
2026-04-11T14:47:01.725597,1756.3,05.1079,0.72304,03.6875
2026-04-11T14:47:02.743307,1757.3,05.1079,0.83916,04.2797
2026-04-11T14:47:03.717493,1758.3,05.1080,0.72346,03.6896
2026-04-11T14:47:04.734584,1759.3,05.1069,0.82324,04.1985
2026-04-11T14:47:05.752649,1760.3,05.1087,0.72412,03.6930
2026-04-11T14:47:06.722895,1761.3,05.1086,0.81759,04.1697
2026-04-11T14:47:07.739244,1762.3,05.1086,0.70516,03.5963
2026-04-11T14:47:08.709767,1763.3,05.1084,0.80667,04.1140
2026-04-11T14:47:09.728848,1764.3,05.1082,0.70244,03.5824
2026-04-11T14:47:10.748523,1765.3,05.1082,0.73973,03.7726
2026-04-11T14:47:11.720690,1766.3,05.1083,0.76476,03.9002
2026-04-11T14:47:12.739427,1767.3,05.1081,0.70351,03.5879
2026-04-11T14:47:13.710830,1768.3,05.1089,0.70408,03.5908
2026-04-11T14:47:14.728398,1769.3,05.1094,0.73924,03.7701
2026-04-11T14:47:15.746309,1770.3,05.1082,0.76761,03.9148
2026-04-11T14:47:16.717887,1771.3,05.1082,0.70278,03.5841
2026-04-11T14:47:17.737320,1772.3,05.1083,0.83098,04.2379
2026-04-11T14:47:18.754612,1773.3,05.1055,0.70368,03.5887
2026-04-11T14:47:19.725605,1774.3,05.1070,0.75317,03.8411
2026-04-11T14:47:20.741299,1775.3,05.1085,0.75314,03.8410
2026-04-11T14:47:21.715485,1776.3,05.1082,0.88404,04.5086
2026-04-11T14:47:22.731297,1777.3,05.1092,0.70845,03.6130
2026-04-11T14:47:23.749010,1778.3,05.1080,0.71593,03.6512
2026-04-11T14:47:24.718336,1779.3,05.1128,0.68953,03.5234
2026-04-11T14:47:25.734456,1780.3,05.1083,0.70547,03.5978
2026-04-11T14:47:26.751538,1781.3,05.1087,0.81569,04.1600
2026-04-11T14:47:27.721905,1782.3,05.1092,0.70348,03.5877
2026-04-11T14:47:28.737911,1783.3,05.1086,0.76660,03.9096
2026-04-11T14:47:29.755046,1784.3,05.1082,0.70506,03.5958
2026-04-11T14:47:30.725287,1785.3,05.1108,0.81997,04.1900
2026-04-11T14:47:31.740822,1786.3,05.1081,0.70638,03.6025
2026-04-11T14:47:32.756114,1787.3,05.1085,0.77026,03.9283
2026-04-11T14:47:33.724496,1788.3,05.1087,0.73795,03.7635
2026-04-11T14:47:34.738165,1789.3,05.1087,0.70396,03.5901
2026-04-11T14:47:35.751584,1790.3,05.1087,0.80559,04.1085
2026-04-11T14:47:36.721743,1791.3,05.1088,0.70536,03.5973
2026-04-11T14:47:37.737697,1792.3,05.1089,0.74311,03.7898
2026-04-11T14:47:38.755509,1793.3,05.1090,0.75206,03.8355
2026-04-11T14:47:39.726377,1794.3,05.1089,0.85451,04.3580
2026-04-11T14:47:40.742529,1795.3,05.1106,0.70553,03.6052
2026-04-11T14:47:41.755773,1796.3,05.1089,0.81723,04.1678
2026-04-11T14:47:42.725234,1797.3,05.1088,0.70737,03.6075
2026-04-11T14:47:43.742040,1798.3,05.1092,0.71989,03.6714
2026-04-11T14:47:44.758264,1799.3,05.1090,0.79246,04.0415
2026-04-11T14:47:45.727491,1800.3,05.1088,0.77086,03.9313
2026-04-11T14:47:46.743286,1801.3,05.1126,0.70573,03.6062
2026-04-11T14:47:47.759052,1802.3,05.1048,1.72101,08.7771
2026-04-11T14:47:48.732593,1803.3,05.0914,1.39018,07.0760
2026-04-11T14:47:49.755260,1804.3,05.1081,1.45010,07.3955
2026-04-11T14:47:50.725377,1805.3,05.1098,0.65402,03.3355
2026-04-11T14:47:51.739318,1806.3,05.1079,0.59581,03.0386
2026-04-11T14:47:52.756027,1807.3,05.1080,0.59199,03.0191
2026-04-11T14:47:53.725476,1808.3,05.1088,0.59001,03.0090
2026-04-11T14:47:54.743038,1809.3,05.1092,0.58915,03.0046
2026-04-11T14:47:55.761166,1810.3,05.1073,0.72475,03.6962
2026-04-11T14:47:56.735540,1811.3,05.1093,0.83220,04.2442
2026-04-11T14:47:57.754404,1812.3,05.1056,0.76372,03.8949
2026-04-11T14:47:58.727116,1813.3,05.1089,0.72501,03.6975
2026-04-11T14:47:59.743528,1814.3,05.1085,0.83776,04.2725
2026-04-11T14:48:00.761058,1815.3,05.1084,0.72541,03.6995
2026-04-11T14:48:01.733465,1816.3,05.1083,0.75870,03.8693
2026-04-11T14:48:02.751061,1817.3,05.1086,0.72649,03.7050
2026-04-11T14:48:03.721560,1818.3,05.1086,0.84197,04.2940
2026-04-11T14:48:04.738586,1819.3,05.1086,0.72380,03.6913
2026-04-11T14:48:05.755280,1820.3,05.1085,0.79386,04.0486
