Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-04-16T22:22:35.197566,118.0,05.1109,1.21473,06.2072
2026-04-16T22:22:36.218737,119.0,05.1048,1.04614,05.3353
2026-04-16T22:22:37.192961,120.0,05.1094,1.06635,05.4383
2026-04-16T22:22:38.214821,121.0,05.1100,1.12092,05.7279
2026-04-16T22:22:39.188904,122.0,05.1070,1.06625,05.4378
2026-04-16T22:22:40.210240,123.0,05.1012,1.11564,05.6897
2026-04-16T22:22:41.183052,124.0,05.1109,1.26461,06.4621
2026-04-16T22:22:42.205498,125.0,05.1083,0.77224,03.9384
2026-04-16T22:22:43.226525,126.0,05.1072,1.14705,05.8499
2026-04-16T22:22:44.203046,127.0,05.1187,1.06892,05.4621
2026-04-16T22:22:45.222446,128.0,05.1156,1.07396,05.4879
2026-04-16T22:22:46.197827,129.0,05.1120,1.08720,05.5555
2026-04-16T22:22:47.218530,130.0,05.1098,1.20794,06.1604
2026-04-16T22:22:48.194862,131.0,05.1044,1.11131,05.6676
2026-04-16T22:22:49.218595,132.0,05.1230,1.37372,07.0334
2026-04-16T22:22:50.194161,133.0,05.1136,1.34165,06.8558
2026-04-16T22:22:51.215399,134.0,05.1098,0.80712,04.1163
2026-04-16T22:22:52.192392,135.0,05.0914,1.02942,05.2397
2026-04-16T22:22:53.215382,136.0,05.1125,1.03368,05.2821
2026-04-16T22:22:54.191201,137.0,05.1091,1.10735,05.6474
2026-04-16T22:22:55.215739,138.0,05.1136,1.03360,05.2816
2026-04-16T22:22:56.192439,139.0,05.1164,1.07778,05.5074
2026-04-16T22:22:57.216707,140.0,05.1086,1.35025,06.8862
2026-04-16T22:22:58.192570,141.0,05.1025,1.32685,06.7669
2026-04-16T22:22:59.211496,142.0,05.1094,0.77253,03.9399
2026-04-16T22:23:00.186616,143.0,05.1097,1.16318,05.9322
2026-04-16T22:23:01.208774,144.0,05.1125,1.17325,05.9953
2026-04-16T22:23:02.230180,145.0,05.1034,1.13273,05.7769
2026-04-16T22:23:03.203625,146.0,05.1067,1.02132,05.2087
2026-04-16T22:23:04.225525,147.0,05.1110,1.05961,05.4146
2026-04-16T22:23:05.202858,148.0,05.1089,1.08580,05.5375
2026-04-16T22:23:06.224118,149.0,05.1103,1.31636,06.7265
2026-04-16T22:23:07.199118,150.0,05.1147,0.76991,03.9342
2026-04-16T22:23:08.220319,151.0,05.1045,1.26465,06.4497
2026-04-16T22:23:09.195198,152.0,05.1020,1.16948,05.9643
2026-04-16T22:23:10.214428,153.0,05.1036,1.23067,06.2764
2026-04-16T22:23:11.190495,154.0,05.1083,1.27172,06.4857
2026-04-16T22:23:12.213653,155.0,05.0958,1.09747,05.5861
2026-04-16T22:23:13.189990,156.0,05.1108,1.04914,05.3611
2026-04-16T22:23:14.212350,157.0,05.1083,1.36358,06.9542
2026-04-16T22:23:15.188951,158.0,05.1206,1.16113,05.9449
2026-04-16T22:23:16.208304,159.0,05.1098,0.62307,03.1776
2026-04-16T22:23:17.231744,160.0,05.1073,1.03150,05.2606
2026-04-16T22:23:18.211013,161.0,05.1092,1.12226,05.7235
2026-04-16T22:23:19.189240,162.0,05.1066,1.01612,05.1822
2026-04-16T22:23:20.212835,163.0,05.1073,0.98770,05.0372
2026-04-16T22:23:21.189581,164.0,05.1047,1.00523,05.1266
2026-04-16T22:23:22.215239,165.0,05.0934,1.19464,06.0807
2026-04-16T22:23:23.193385,166.0,05.1100,1.19598,06.1114
2026-04-16T22:23:24.216576,167.0,05.1097,0.82425,04.2036
2026-04-16T22:23:25.194134,168.0,05.0961,1.10670,05.6331
2026-04-16T22:23:26.219827,169.0,05.1012,1.08002,05.5081
2026-04-16T22:23:27.196482,170.0,05.1142,1.18087,06.0342
2026-04-16T22:23:28.219643,171.0,05.1073,1.17313,05.9829
2026-04-16T22:23:29.198813,172.0,05.1044,1.25495,06.4002
2026-04-16T22:23:30.224380,173.0,05.1162,1.22843,06.2772
2026-04-16T22:23:31.198482,174.0,05.1098,1.39936,07.1367
2026-04-16T22:23:32.219705,175.0,05.1123,0.93901,04.7983
2026-04-16T22:23:33.194241,176.0,05.1095,1.00815,05.1415
2026-04-16T22:23:34.216571,177.0,05.1094,1.01368,05.1697
2026-04-16T22:23:35.195034,178.0,05.1051,1.03836,05.2956
2026-04-16T22:23:36.216701,179.0,05.1097,1.02387,05.2217
2026-04-16T22:23:37.192688,180.0,05.1061,0.99926,05.0962
2026-04-16T22:23:38.215238,181.0,05.1087,1.19044,06.0712
2026-04-16T22:23:39.190753,182.0,05.0912,1.70310,08.6687
2026-04-16T22:23:40.211194,183.0,05.1078,1.29930,06.6264
